;set_id;ver_id;qry_text;qry_base;qry_type;qry_expansion;qry_rank
80103;1241;0;i'm not in love live;TITLE;UNIV;live;1
80153;1241;0;10cc i'm not in love live;ARTIST_TITLE;INDIV;live;2
80203;1241;0;i'm not in love it's just a game we do;TITLE;INDIV;it's just a game we do;2
80253;1241;0;10cc i'm not in love cover;ARTIST_TITLE;UNIV;cover;2
80303;1241;0;i'm not in love cover;TITLE;UNIV;cover;2
80353;1241;0;10cc i'm not in love karaoke;ARTIST_TITLE;INDIV;karaoke;3
80403;1241;0;i'm not in love euphoria;TITLE;INDIV;euphoria;3
80448;1241;0;10cc i'm not in love karaoke;ARTIST_TITLE;UNIV;karaoke;3
80498;1241;0;i'm not in love karaoke;TITLE;UNIV;karaoke;3
80548;1241;0;10cc i'm not in love cover;ARTIST_TITLE;INDIV;cover;4
80598;1241;0;i'm not in love lyrics;TITLE;INDIV;lyrics;4
80648;1241;0;10cc i'm not in love reaction;ARTIST_TITLE;UNIV;reaction;4
80698;1241;0;i'm not in love reaction;TITLE;UNIV;reaction;4
80748;1241;0;10cc i'm not in love instrumental;ARTIST_TITLE;INDIV;instrumental;5
80798;1241;0;i'm not in love mary j blige;TITLE;INDIV;mary j blige;5
80848;1241;0;10cc i'm not in love remix;ARTIST_TITLE;UNIV;remix;5
80898;1241;0;i'm not in love remix;TITLE;UNIV;remix;5
80948;1241;0;10cc i'm not in love making of documentary;ARTIST_TITLE;INDIV;making of documentary;6
80993;1241;0;i'm not in love crystal castles;TITLE;INDIV;crystal castles;6
81043;1241;0;10cc i'm not in love piano;ARTIST_TITLE;UNIV;piano;6
81093;1241;0;i'm not in love piano;TITLE;UNIV;piano;6
81143;1241;0;10cc i'm not in love remix;ARTIST_TITLE;INDIV;remix;7
81193;1241;0;i'm not in love karaoke;TITLE;INDIV;karaoke;7
81243;1241;0;10cc i'm not in love instrumental;ARTIST_TITLE;UNIV;instrumental;7
81293;1241;0;i'm not in love instrumental;TITLE;UNIV;instrumental;7
81343;1241;0;10cc i'm not in love extended version;ARTIST_TITLE;INDIV;extended version;8
81393;1241;0;i'm not in love cover;TITLE;INDIV;cover;8
81443;1241;0;10cc i'm not in love guitar;ARTIST_TITLE;UNIV;guitar;8
81493;1241;0;i'm not in love guitar;TITLE;UNIV;guitar;8
81543;1241;0;10cc i'm not in love slowed;ARTIST_TITLE;INDIV;slowed;9
81593;1241;0;i'm not in love guardians of the galaxy;TITLE;INDIV;guardians of the galaxy;9
81643;1241;0;10cc i'm not in love guitar lesson;ARTIST_TITLE;UNIV;guitar lesson;9
81693;1241;0;i'm not in love guitar lesson;TITLE;UNIV;guitar lesson;9
81743;1241;0;10cc i'm not in love documentary;ARTIST_TITLE;INDIV;documentary;10
81793;1241;0;i'm not in love will to power;TITLE;INDIV;will to power;10
81843;1241;0;10cc i'm not in love hq;ARTIST_TITLE;UNIV;hq;10
81893;1241;0;i'm not in love hq;TITLE;UNIV;hq;10
81943;1241;0;10cc i'm not in love hq;ARTIST_TITLE;INDIV;hq;11
81993;1241;0;i'm not in love hercules;TITLE;INDIV;hercules;11
82043;1241;0;10cc i'm not in love text;ARTIST_TITLE;UNIV;text;11
82093;1241;0;i'm not in love text;TITLE;UNIV;text;11
82143;1241;0;10cc i'm not in love remastered;ARTIST_TITLE;INDIV;remastered;12
82193;1241;0;i'm not in love 10cc lyrics;TITLE;INDIV;10cc lyrics;12
82243;1241;0;10cc i'm not in love remastered;ARTIST_TITLE;UNIV;remastered;12
82293;1241;0;i'm not in love remastered;TITLE;UNIV;remastered;12
82343;1241;0;10cc i'm not in love chords;ARTIST_TITLE;UNIV;chords;13
82393;1241;0;i'm not in love chords;TITLE;UNIV;chords;13
82443;1241;0;10cc i'm not in love full album;ARTIST_TITLE;UNIV;full album;14
82493;1241;0;i'm not in love full album;TITLE;UNIV;full album;14
82543;1280;1;don randi trio tomorrow never knows;ARTIST_TITLE;BASE;;0
82591;1280;1;tomorrow never knows;TITLE;BASE;;0
82640;1280;1;don randi trio tomorrow never knows lyrics;ARTIST_TITLE;INDIV;lyrics;0
82690;1280;1;tomorrow never knows beatles;TITLE;INDIV;beatles;0
82740;1280;1;don randi trio tomorrow never knows lyrics;ARTIST_TITLE;UNIV;lyrics;0
82790;1280;1;tomorrow never knows lyrics;TITLE;UNIV;lyrics;0
82840;1280;1;don randi trio tomorrow never knows beatles;ARTIST_TITLE;INDIV;beatles;1
82854;1280;1;tomorrow never knows cover;TITLE;INDIV;cover;1
82904;1280;1;don randi trio tomorrow never knows live;ARTIST_TITLE;UNIV;live;1
82954;1280;1;tomorrow never knows live;TITLE;UNIV;live;1
83004;1280;1;tomorrow never knows reaction;TITLE;INDIV;reaction;2
83054;1280;1;don randi trio tomorrow never knows cover;ARTIST_TITLE;UNIV;cover;2
83104;1280;1;tomorrow never knows cover;TITLE;UNIV;cover;2
83154;1280;1;tomorrow never knows drums;TITLE;INDIV;drums;3
83204;1280;1;don randi trio tomorrow never knows karaoke;ARTIST_TITLE;UNIV;karaoke;3
83254;1280;1;tomorrow never knows karaoke;TITLE;UNIV;karaoke;3
83304;1280;1;tomorrow never knows mad men;TITLE;INDIV;mad men;4
83351;1280;1;don randi trio tomorrow never knows reaction;ARTIST_TITLE;UNIV;reaction;4
83401;1280;1;tomorrow never knows reaction;TITLE;UNIV;reaction;4
83451;1280;1;tomorrow never knows phil collins;TITLE;INDIV;phil collins;5
83501;1280;1;don randi trio tomorrow never knows remix;ARTIST_TITLE;UNIV;remix;5
83551;1280;1;tomorrow never knows remix;TITLE;UNIV;remix;5
83601;1280;1;tomorrow never knows live;TITLE;INDIV;live;6
83651;1280;1;don randi trio tomorrow never knows piano;ARTIST_TITLE;UNIV;piano;6
83701;1280;1;tomorrow never knows piano;TITLE;UNIV;piano;6
83751;1280;1;tomorrow never knows lyrics;TITLE;INDIV;lyrics;7
83801;1280;1;don randi trio tomorrow never knows instrumental;ARTIST_TITLE;UNIV;instrumental;7
83831;1280;1;tomorrow never knows instrumental;TITLE;UNIV;instrumental;7
83881;1280;1;tomorrow never knows our lady peace;TITLE;INDIV;our lady peace;8
83931;1280;1;don randi trio tomorrow never knows guitar;ARTIST_TITLE;UNIV;guitar;8
83981;1280;1;tomorrow never knows guitar;TITLE;UNIV;guitar;8
84031;1280;1;tomorrow never knows within you without you;TITLE;INDIV;within you without you;9
84081;1280;1;don randi trio tomorrow never knows guitar lesson;ARTIST_TITLE;UNIV;guitar lesson;9
84131;1280;1;tomorrow never knows guitar lesson;TITLE;UNIV;guitar lesson;9
84181;1280;1;tomorrow never knows the craft;TITLE;INDIV;the craft;10
84231;1280;1;don randi trio tomorrow never knows hq;ARTIST_TITLE;UNIV;hq;10
84281;1280;1;tomorrow never knows hq;TITLE;UNIV;hq;10
84331;1280;1;tomorrow never knows junior parker;TITLE;INDIV;junior parker;11
84381;1280;1;don randi trio tomorrow never knows text;ARTIST_TITLE;UNIV;text;11
84424;1280;1;tomorrow never knows text;TITLE;UNIV;text;11
84474;1280;1;tomorrow never knows mr children;TITLE;INDIV;mr children;12
84524;1280;1;don randi trio tomorrow never knows remastered;ARTIST_TITLE;UNIV;remastered;12
84559;1280;1;tomorrow never knows remastered;TITLE;UNIV;remastered;12
84609;1280;1;don randi trio tomorrow never knows chords;ARTIST_TITLE;UNIV;chords;13
84659;1280;1;tomorrow never knows chords;TITLE;UNIV;chords;13
84709;1280;1;don randi trio tomorrow never knows full album;ARTIST_TITLE;UNIV;full album;14
84759;1280;1;tomorrow never knows full album;TITLE;UNIV;full album;14
84809;1297;0;bee gees stayin' alive;ARTIST_TITLE;BASE;;0
84859;1297;0;stayin' alive;TITLE;BASE;;0
84909;1297;0;stayin' alive remix;TITLE;INDIV;remix;0
84959;1297;0;bee gees stayin' alive lyrics;ARTIST_TITLE;UNIV;lyrics;0
85009;1297;0;stayin' alive lyrics;TITLE;UNIV;lyrics;0
85059;1297;0;stayin' alive dance;TITLE;INDIV;dance;1
85109;1297;0;bee gees stayin' alive live;ARTIST_TITLE;UNIV;live;1
85159;1297;0;stayin' alive live;TITLE;UNIV;live;1
85209;1297;0;stayin' alive lyrics;TITLE;INDIV;lyrics;2
85259;1297;0;bee gees stayin' alive cover;ARTIST_TITLE;UNIV;cover;2
85309;1297;0;stayin' alive cover;TITLE;UNIV;cover;2
85359;1297;0;stayin' alive a salute to the music of the bee gees;TITLE;INDIV;a salute to the music of the bee gees;3
85409;1297;0;bee gees stayin' alive karaoke;ARTIST_TITLE;UNIV;karaoke;3
85459;1297;0;stayin' alive karaoke;TITLE;UNIV;karaoke;3
85505;1297;0;stayin' alive cover;TITLE;INDIV;cover;4
85555;1297;0;bee gees stayin' alive reaction;ARTIST_TITLE;UNIV;reaction;4
85605;1297;0;stayin' alive reaction;TITLE;UNIV;reaction;4
85655;1297;0;stayin' alive saturday night fever;TITLE;INDIV;saturday night fever;5
85705;1297;0;bee gees stayin' alive remix;ARTIST_TITLE;UNIV;remix;5
85755;1297;0;stayin' alive remix;TITLE;UNIV;remix;5
85805;1297;0;stayin' alive reaction;TITLE;INDIV;reaction;6
85855;1297;0;bee gees stayin' alive piano;ARTIST_TITLE;UNIV;piano;6
85905;1297;0;stayin' alive piano;TITLE;UNIV;piano;6
85955;1297;0;stayin' alive live;TITLE;INDIV;live;7
86005;1297;0;bee gees stayin' alive instrumental;ARTIST_TITLE;UNIV;instrumental;7
86055;1297;0;stayin' alive instrumental;TITLE;UNIV;instrumental;7
86105;1297;0;stayin' alive instrumental;TITLE;INDIV;instrumental;8
86155;1297;0;bee gees stayin' alive guitar;ARTIST_TITLE;UNIV;guitar;8
86205;1297;0;stayin' alive guitar;TITLE;UNIV;guitar;8
86255;1297;0;stayin' alive n-trance featuring ricardo da force;TITLE;INDIV;n-trance featuring ricardo da force;9
86305;1297;0;bee gees stayin' alive guitar lesson;ARTIST_TITLE;UNIV;guitar lesson;9
86355;1297;0;stayin' alive guitar lesson;TITLE;UNIV;guitar lesson;9
86405;1297;0;stayin' alive karaoke;TITLE;INDIV;karaoke;10
86451;1297;0;bee gees stayin' alive hq;ARTIST_TITLE;UNIV;hq;10
86501;1297;0;stayin' alive hq;TITLE;UNIV;hq;10
86551;1297;0;stayin' alive guitar;TITLE;INDIV;guitar;11
86601;1297;0;bee gees stayin' alive text;ARTIST_TITLE;UNIV;text;11
86651;1297;0;stayin' alive text;TITLE;UNIV;text;11
86701;1297;0;stayin' alive audio;TITLE;INDIV;audio;12
86751;1297;0;bee gees stayin' alive remastered;ARTIST_TITLE;UNIV;remastered;12
86801;1297;0;stayin' alive remastered;TITLE;UNIV;remastered;12
86851;1297;0;bee gees stayin' alive chords;ARTIST_TITLE;UNIV;chords;13
86901;1297;0;stayin' alive chords;TITLE;UNIV;chords;13
86951;1297;0;bee gees stayin' alive full album;ARTIST_TITLE;UNIV;full album;14
87001;1297;0;stayin' alive full album;TITLE;UNIV;full album;14
87051;1332;0;lynn howard with the accents walkin' after midnight;ARTIST_TITLE;BASE;;0
87101;1332;0;walkin' after midnight;TITLE;BASE;;0
87151;1332;0;walkin' after midnight patsy cline lyrics;TITLE;INDIV;patsy cline lyrics;0
87201;1332;0;lynn howard with the accents walkin' after midnight lyrics;ARTIST_TITLE;UNIV;lyrics;0
87251;1332;0;walkin' after midnight lyrics;TITLE;UNIV;lyrics;0
87301;1332;0;walkin' after midnight karaoke;TITLE;INDIV;karaoke;1
87351;1332;0;lynn howard with the accents walkin' after midnight live;ARTIST_TITLE;UNIV;live;1
87401;1332;0;walkin' after midnight live;TITLE;UNIV;live;1
87451;1332;0;walkin' after midnight cover;TITLE;INDIV;cover;2
87501;1332;0;lynn howard with the accents walkin' after midnight cover;ARTIST_TITLE;UNIV;cover;2
87551;1332;0;walkin' after midnight cover;TITLE;UNIV;cover;2
87601;1332;0;walkin' after midnight lyrics;TITLE;INDIV;lyrics;3
87651;1332;0;lynn howard with the accents walkin' after midnight karaoke;ARTIST_TITLE;UNIV;karaoke;3
87701;1332;0;walkin' after midnight karaoke;TITLE;UNIV;karaoke;3
87751;1332;0;walkin' after midnight cabin;TITLE;INDIV;cabin;4
87801;1332;0;lynn howard with the accents walkin' after midnight reaction;ARTIST_TITLE;UNIV;reaction;4
87847;1332;0;walkin' after midnight reaction;TITLE;UNIV;reaction;4
87897;1332;0;walkin' after midnight in movies;TITLE;INDIV;in movies;5
87947;1332;0;lynn howard with the accents walkin' after midnight remix;ARTIST_TITLE;UNIV;remix;5
87983;1332;0;walkin' after midnight remix;TITLE;UNIV;remix;5
88033;1332;0;walkin' after midnight - the essentials;TITLE;INDIV;- the essentials;6
88083;1332;0;lynn howard with the accents walkin' after midnight piano;ARTIST_TITLE;UNIV;piano;6
88133;1332;0;walkin' after midnight piano;TITLE;UNIV;piano;6
88183;1332;0;walkin' after midnight patsy cline;TITLE;INDIV;patsy cline;7
88233;1332;0;lynn howard with the accents walkin' after midnight instrumental;ARTIST_TITLE;UNIV;instrumental;7
88283;1332;0;walkin' after midnight instrumental;TITLE;UNIV;instrumental;7
88333;1332;0;walkin' after midnight chords;TITLE;INDIV;chords;8
88383;1332;0;lynn howard with the accents walkin' after midnight guitar;ARTIST_TITLE;UNIV;guitar;8
88433;1332;0;walkin' after midnight guitar;TITLE;UNIV;guitar;8
88483;1332;0;walkin' after midnight walkin after midnight guitar lesson;TITLE;INDIV;walkin after midnight guitar lesson;9
88533;1332;0;lynn howard with the accents walkin' after midnight guitar lesson;ARTIST_TITLE;UNIV;guitar lesson;9
88583;1332;0;walkin' after midnight guitar lesson;TITLE;UNIV;guitar lesson;9
88633;1332;0;walkin' after midnight walkin after midnight garth brooks;TITLE;INDIV;walkin after midnight garth brooks;10
88683;1332;0;lynn howard with the accents walkin' after midnight hq;ARTIST_TITLE;UNIV;hq;10
88733;1332;0;walkin' after midnight hq;TITLE;UNIV;hq;10
88781;1332;0;walkin' after midnight walkin after midnight madeleine peyroux;TITLE;INDIV;walkin after midnight madeleine peyroux;11
88831;1332;0;lynn howard with the accents walkin' after midnight text;ARTIST_TITLE;UNIV;text;11
88881;1332;0;walkin' after midnight text;TITLE;UNIV;text;11
88931;1332;0;walkin' after midnight walkin after midnight kelly clarkson;TITLE;INDIV;walkin after midnight kelly clarkson;12
88981;1332;0;lynn howard with the accents walkin' after midnight remastered;ARTIST_TITLE;UNIV;remastered;12
89030;1332;0;walkin' after midnight remastered;TITLE;UNIV;remastered;12
89080;1332;0;lynn howard with the accents walkin' after midnight chords;ARTIST_TITLE;UNIV;chords;13
89130;1332;0;walkin' after midnight chords;TITLE;UNIV;chords;13
89180;1332;0;lynn howard with the accents walkin' after midnight full album;ARTIST_TITLE;UNIV;full album;14
89230;1332;0;walkin' after midnight full album;TITLE;UNIV;full album;14
89280;1333;0;derek and the dominos little wing;ARTIST_TITLE;BASE;;0
89330;1333;0;little wing;TITLE;BASE;;0
89380;1333;0;derek and the dominos little wing live;ARTIST_TITLE;INDIV;live;0
89430;1333;0;little wing little wing;TITLE;INDIV;little wing;0
89480;1333;0;derek and the dominos little wing lyrics;ARTIST_TITLE;UNIV;lyrics;0
89530;1333;0;little wing lyrics;TITLE;UNIV;lyrics;0
89580;1333;0;derek and the dominos little wing backing track;ARTIST_TITLE;INDIV;backing track;1
89630;1333;0;little wing little wing stevie ray vaughan;TITLE;INDIV;stevie ray vaughan;1
89680;1333;0;derek and the dominos little wing live;ARTIST_TITLE;UNIV;live;1
89730;1333;0;little wing live;TITLE;UNIV;live;1
89780;1333;0;derek and the dominos little wing guitar lesson;ARTIST_TITLE;INDIV;guitar lesson;2
89830;1333;0;little wing little wing guitar lesson;TITLE;INDIV;guitar lesson;2
89880;1333;0;derek and the dominos little wing cover;ARTIST_TITLE;UNIV;cover;2
89930;1333;0;little wing cover;TITLE;UNIV;cover;2
89980;1333;0;derek and the dominos little wing reaction;ARTIST_TITLE;INDIV;reaction;3
90030;1333;0;little wing little wing cover;TITLE;INDIV;cover;3
90080;1333;0;derek and the dominos little wing karaoke;ARTIST_TITLE;UNIV;karaoke;3
90130;1333;0;little wing karaoke;TITLE;UNIV;karaoke;3
90180;1333;0;derek and the dominos little wing lyrics;ARTIST_TITLE;INDIV;lyrics;4
90230;1333;0;little wing little wing backing track;TITLE;INDIV;backing track;4
90280;1333;0;derek and the dominos little wing reaction;ARTIST_TITLE;UNIV;reaction;4
90330;1333;0;little wing reaction;TITLE;UNIV;reaction;4
90380;1333;0;derek and the dominos little wing duane allman;ARTIST_TITLE;INDIV;duane allman;5
90430;1333;0;little wing little wing live;TITLE;INDIV;live;5
90480;1333;0;derek and the dominos little wing remix;ARTIST_TITLE;UNIV;remix;5
90530;1333;0;little wing remix;TITLE;UNIV;remix;5
90580;1333;0;derek and the dominos little wing chords;ARTIST_TITLE;INDIV;chords;6
90630;1333;0;little wing little wing sting;TITLE;INDIV;sting;6
90680;1333;0;derek and the dominos little wing piano;ARTIST_TITLE;UNIV;piano;6
90730;1333;0;little wing piano;TITLE;UNIV;piano;6
90780;1333;0;derek and the dominos little wing tab;ARTIST_TITLE;INDIV;tab;7
90828;1333;0;little wing little wing guitar cover;TITLE;INDIV;guitar cover;7
90878;1333;0;derek and the dominos little wing instrumental;ARTIST_TITLE;UNIV;instrumental;7
90928;1333;0;little wing instrumental;TITLE;UNIV;instrumental;7
90978;1333;0;derek and the dominos little wing little wing derek and the dominos cover;ARTIST_TITLE;INDIV;little wing derek and the dominos cover;8
91028;1333;0;little wing little wing acoustic;TITLE;INDIV;acoustic;8
91078;1333;0;derek and the dominos little wing guitar;ARTIST_TITLE;UNIV;guitar;8
91128;1333;0;little wing guitar;TITLE;UNIV;guitar;8
91178;1333;0;little wing little wing lesson;TITLE;INDIV;lesson;9
91228;1333;0;derek and the dominos little wing guitar lesson;ARTIST_TITLE;UNIV;guitar lesson;9
91278;1333;0;little wing guitar lesson;TITLE;UNIV;guitar lesson;9
91328;1333;0;little wing little wing derek and the dominos;TITLE;INDIV;derek and the dominos;10
91378;1333;0;derek and the dominos little wing hq;ARTIST_TITLE;UNIV;hq;10
91428;1333;0;little wing hq;TITLE;UNIV;hq;10
91478;1333;0;little wing guitar lesson;TITLE;INDIV;guitar lesson;11
91528;1333;0;derek and the dominos little wing text;ARTIST_TITLE;UNIV;text;11
91578;1333;0;little wing text;TITLE;UNIV;text;11
91628;1333;0;little wing little wing eric clapton;TITLE;INDIV;eric clapton;12
91678;1333;0;derek and the dominos little wing remastered;ARTIST_TITLE;UNIV;remastered;12
91728;1333;0;little wing remastered;TITLE;UNIV;remastered;12
91778;1333;0;derek and the dominos little wing chords;ARTIST_TITLE;UNIV;chords;13
91828;1333;0;little wing chords;TITLE;UNIV;chords;13
91878;1333;0;derek and the dominos little wing full album;ARTIST_TITLE;UNIV;full album;14
91928;1333;0;little wing full album;TITLE;UNIV;full album;14
91978;1385;0;stevie wonder isn't she lovely?;ARTIST_TITLE;BASE;;0
92028;1385;0;isn't she lovely?;TITLE;BASE;;0
92078;1385;0;stevie wonder isn't she lovely? stevie wonder isn't she lovely lyrics;ARTIST_TITLE;INDIV;stevie wonder isn't she lovely lyrics;0
92128;1385;0;isn't she lovely? isn't she lovely cover;TITLE;INDIV;isn't she lovely cover;0
92178;1385;0;stevie wonder isn't she lovely? lyrics;ARTIST_TITLE;UNIV;lyrics;0
92228;1385;0;isn't she lovely? lyrics;TITLE;UNIV;lyrics;0
92278;1385;0;stevie wonder isn't she lovely? stevie wonder isn't she lovely karaoke;ARTIST_TITLE;INDIV;stevie wonder isn't she lovely karaoke;1
92328;1385;0;isn't she lovely? isn't she lovely karaoke;TITLE;INDIV;isn't she lovely karaoke;1
92378;1385;0;stevie wonder isn't she lovely? live;ARTIST_TITLE;UNIV;live;1
92428;1385;0;isn't she lovely? live;TITLE;UNIV;live;1
92478;1385;0;stevie wonder isn't she lovely? stevie wonder isn't she lovely piano;ARTIST_TITLE;INDIV;stevie wonder isn't she lovely piano;2
92528;1385;0;isn't she lovely? isn't she lovely guitar;TITLE;INDIV;isn't she lovely guitar;2
92578;1385;0;stevie wonder isn't she lovely? cover;ARTIST_TITLE;UNIV;cover;2
92628;1385;0;isn't she lovely? cover;TITLE;UNIV;cover;2
92678;1385;0;stevie wonder isn't she lovely? stevie wonder isn't she lovely cover;ARTIST_TITLE;INDIV;stevie wonder isn't she lovely cover;3
92728;1385;0;isn't she lovely? isn't she lovely lyrics;TITLE;INDIV;isn't she lovely lyrics;3
92778;1385;0;stevie wonder isn't she lovely? karaoke;ARTIST_TITLE;UNIV;karaoke;3
92828;1385;0;isn't she lovely? karaoke;TITLE;UNIV;karaoke;3
92878;1385;0;stevie wonder isn't she lovely? stevie wonder isn't she lovely instrumental;ARTIST_TITLE;INDIV;stevie wonder isn't she lovely instrumental;4
92928;1385;0;isn't she lovely? isn't she lovely piano;TITLE;INDIV;isn't she lovely piano;4
92978;1385;0;stevie wonder isn't she lovely? reaction;ARTIST_TITLE;UNIV;reaction;4
93028;1385;0;isn't she lovely? reaction;TITLE;UNIV;reaction;4
93078;1385;0;stevie wonder isn't she lovely? stevie wonder isn't she lovely guitar;ARTIST_TITLE;INDIV;stevie wonder isn't she lovely guitar;5
93128;1385;0;isn't she lovely? isn't she lovely backing track;TITLE;INDIV;isn't she lovely backing track;5
93178;1385;0;stevie wonder isn't she lovely? remix;ARTIST_TITLE;UNIV;remix;5
93228;1385;0;isn't she lovely? remix;TITLE;UNIV;remix;5
93278;1385;0;stevie wonder isn't she lovely? stevie wonder isn't she lovely reaction;ARTIST_TITLE;INDIV;stevie wonder isn't she lovely reaction;6
